DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,PropertyCategory,SpecialServiceTypeCategory,SpecialServiceType,Area
07/06/2009 10:24,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Walkinstown
08/06/2009 14:25,260,260,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
09/06/2009 08:37,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dalkey
09/06/2009 13:26,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
09/06/2009 14:19,260,780,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Killester
11/06/2009 13:28,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
12/06/2009 15:08,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Ballymun
12/06/2009 21:31,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Dalkey
12/06/2009 22:31,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
13/06/2009 10:47,260,260,Dog,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,Dundrum
13/06/2009 12:51,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Sutton
13/06/2009 22:20,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
13/06/2009 23:08,260,260,Dog,Dwe^&ing,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
14/06/2009 14:28,260,260,Snake,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
14/06/2009 21:32,260,260,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
15/06/2009 08:50,260,260,Dog,Outdoor,Other animal assistance,Animal assistance - Lift heavy livestock animal,Stepaside
15/06/2009 15:13,260,780,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Milltown
16/06/2009 20:17,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Milltown
16/06/2009 22:19,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Portobello
18/06/2009 20:36,260,260,Bird,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
18/06/2009 20:52,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Killester
18/06/2009 23:43,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Walkinstown
19/06/2009 00:45,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Glasnevin
19/06/2009 08:47,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
19/06/2009 15:26,260,260,Bird,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Leopardstown
19/06/2009 15:43,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Walkinstown
19/06/2009 18:07,260,520,Fox,Dwelling,Animal rescue from height,Wild animal rescue from height,Harolds Cross
19/06/2009 21:27,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Walkinstown
20/06/2009 00:06,260,260,Dog,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Glasnevin
20/06/2009 09:21,260,260,Cat,Dwelling,Animal rescue from water,Animal rescue from water - Domestic pet,Dalkey
20/06/2009 12:13,260,520,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
20/06/2009 15:05,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Sutton
21/06/2009 09:50,260,260,Bird,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
21/06/2009 11:55,260,260,Cat,Outdoor,Animal rescue from height,Wild animal rescue from height,Ranelagh
21/06/2009 13:36,260,260,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
21/06/2009 18:22,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
21/06/2009 19:38,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
22/06/2009 13:43,260,260,Unknown - Domestic Animal Or Pet,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Killester
23/06/2009 09:10,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Harolds Cross
24/06/2009 14:26,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
24/06/2009 18:29,260,260,Dog,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
24/06/2009 18:41,260,260,Cat,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Walkinstown
25/06/2009 10:02,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Walkinstown
25/06/2009 19:32,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
25/06/2009 20:47,260,260,Bird,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Bird,Cabra
25/06/2009 20:56,260,260,Deer,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Smithfield
25/06/2009 22:31,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Blackrock
27/06/2009 08:31,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Glasnevin
28/06/2009 01:18,260,260,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Belfield
28/06/2009 13:01,260,260,Dog,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dundrum
28/06/2009 18:45,260,260,Bird,Outdoor,Animal rescue from water,Animal rescue from water - Bird,Terenure
28/06/2009 20:23,260,260,Bird,Outdoor,Animal rescue from water,Animal rescue from water - Bird,Leopardstown
28/06/2009 21:37,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Killester
28/06/2009 22:52,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
29/06/2009 16:31,260,260,Dog,Road Vehicle,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
29/06/2009 21:37,260,520,Cat,Dwelling,Animal rescue from water,Animal rescue from water - Domestic pet,Harolds Cross
30/06/2009 16:49,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Perrystown
01/07/2009 13:21,260,520,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Ranelagh
01/07/2009 14:19,260,260,Snake,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
02/07/2009 08:46,260,260,Fox,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Smithfield
02/07/2009 09:35,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
02/07/2009 15:30,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Sutton
02/07/2009 23:59,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Leopardstown
03/07/2009 06:20,260,520,Cat,Road Vehicle,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Templeogue
03/07/2009 10:39,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Donnybrook
03/07/2009 13:34,260,260,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
03/07/2009 14:12,260,260,Lizard,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Clontarf
03/07/2009 18:04,260,520,Snake,Other Residential,Other animal assistance,Animal assistance involving livestock - Other action,Donnybrook
04/07/2009 10:29,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Dun laoighre
04/07/2009 11:15,260,260,Dog,Outdoor Structure,Animal rescue from water,Animal rescue from water - Domestic pet,Crumlin
05/07/2009 09:25,260,NULL,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ranelagh
05/07/2009 11:50,260,520,Deer,Road Vehicle,Other animal assistance,Animal assistance - Lift heavy livestock animal,Terenure
05/07/2009 13:05,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
06/07/2009 11:08,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Crumlin
06/07/2009 16:17,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Donnybrook
07/07/2009 15:29,260,260,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
07/07/2009 19:29,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Glasnevin
08/07/2009 06:33,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ballyfermot
08/07/2009 07:50,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
08/07/2009 18:48,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Stepaside
09/07/2009 06:42,260,260,Dog,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Dalkey
09/07/2009 11:10,260,520,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Leopardstown
10/07/2009 09:49,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
10/07/2009 10:23,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Ranelagh
10/07/2009 15:38,260,520,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
11/07/2009 11:26,260,260,Horse,Road Vehicle,Other animal assistance,Animal assistance - Lift heavy livestock animal,Dundrum
11/07/2009 11:26,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
11/07/2009 11:31,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Rathmines
12/07/2009 11:47,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathm&^es
13/07/2009 12:27,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Rathmines
13/07/2009 14:24,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
13/07/2009 18:17,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
13/07/2009 22:33,260,520,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Walkinstown
16/07/2009 18:57,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
16/07/2009 20:52,260,260,Unknown - Heavy Livestock Animal,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
16/07/2009 22:55,260,520,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Templeogue
17/07/2009 08:12,260,260,Unknown - Heavy Livestock Animal,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Rathmines
17/07/2009 08:26,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Temple Bar
18/07/2009 17:34,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
18/07/2009 21:33,260,260,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
19/07/2009 13:10,260,260,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
20/07/2009 16:12,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
21/07/2009 08:57,260,260,Fox,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Rathmines
21/07/2009 15:47,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,"Drumco""!ra"
21/07/2009 18:18,260,260,Bi^&,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Stepaside
21/07/2009 21:20,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Glasnevin
22/07/2009 12:34,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathmines
22/07/2009 16:38,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Belfield
23/07/2009 12:31,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Rathmines
24/07/2009 11:42,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
24/07/2009 15:47,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
25/07/2009 11:17,260,NULL,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
25/07/2009 11:36,260,260,Unknown - Heavy Livestock Animal,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Clontarf
25/07/2009 13:38,260,260,Bird,Outdoor,Animal rescue from water,Animal rescue from water - Bird,Leopardstown
25/07/2009 22:09,260,260,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Belfield
26/07/2009 16:03,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Santry
27/07/2009 22:53,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Sutton
29/07/2009 19:55,260,260,Unknown - Heavy Livestock Animal,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Templeogue
29/07/2009 22:21,260,260,Unknown - Heavy Livestock Animal,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Templeogue
30/07/2009 07:04,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
30/07/2009 17:37,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Stepaside
31/07/2009 14:22,260,260,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Drumcondra
31/07/2009 18:41,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ballymun
31/07/2009 21:45,260,260,Unknown - Wild Animal,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Drumcondra
01/08/2009 08:56,260,260,Cat,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Santry
01/08/2009 11:53,260,260,Unknown - Wild Animal,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Donnybrook
01/08/2009 18:29,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dalkey
01/08/2009 22:57,260,260,Dog,Dwelling,Other animal assistance,Animal assistance - Lift heavy livestock animal,Terenure
